Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
4,11,0,202,149,7.4,64.54,5,25.05600641
111,14,0,398,224,1.2,34.62,16,53.95304091
192,1,0,0,0,2,81.7,13,0
131,17,0,135,17,3.2,55.99,16,13.23022395
103,22,30,0,0,4.1,49.14,7,0
29,13,30,238,121,2.3,60.66,5,28.05897347
198,6,0,45,583,0.9,51.8,18,15.57566592
179,7,0,78,708,2.6,70.43,21,35.37248442
3,18,30,0,0,1.7,66.99,-3,0
90,16,0,9,0,3.8,36.19,14,0.844500944
181,6,0,51,562,3.6,71.46,20,17.264214
50,23,0,0,0,0.6,89.71,-2,0
110,20,30,0,0,1.2,80.02,5,0
167,14,30,401,296,1.9,31.83,27,60.32627953
118,10,0,94,983,2.7,23.45,19,83.31951386
73,14,0,254,512,2.9,17.55,22,55.45068566
171,18,0,47,689,1.8,46.97,25,21.39143723
166,4,0,0,0,2.8,98.79,12,0
77,1,0,0,0,1.1,91.4,4,0
1,11,0,66,961,2.1,59.87,0,45.14082908
11,8,0,13,0,0.5,80.43,-3,1.220062631
25,2,0,0,0,2.6,68.29,0,0
64,3,0,0,0,3.3,66.68,-4,0
189,17,0,191,97,0.8,60.79,20,21.9555765
190,0,0,0,0,1.2,97.98,13,0
201,16,0,111,768,1.6,56.26,22,53.85565748
128,18,0,43,0,6.4,94.62,1,4.035414383
173,12,30,480,360,0.8,22.25,31,77.30430562
89,6,0,13,144,1.2,51.32,7,1.595291184
83,11,30,385,74,5.9,55.81,3,41.57323904
181,12,30,511,151,2.3,37.06,28,61.45144435
18,6,30,0,0,1.7,69.42,0,0
167,22,0,0,0,2.7,77.18,15,0
4,2,0,0,0,2,72.94,-5,0
203,1,0,0,0,1.5,67.66,14,0
83,13,0,227,14,6.1,60.89,3,22.33505844
207,13,0,488,195,3.7,26.3,31,62.57520855
53,13,30,277,57,3.9,68.26,-1,29.28085957
78,4,30,0,0,1.5,81.8,0,0
192,15,30,76,908,1.9,26.99,29,65.76639531
179,18,0,61,575,1.2,59.38,23,19.9845452
195,4,0,0,0,2.2,92.24,11,0
128,7,30,56,0,1.4,95.65,5,5.255192355
99,19,30,0,0,1.1,65.69,5,0
111,4,30,0,0,2.5,80.48,1,0
63,0,0,0,0,3.4,60.64,-13,0
56,15,0,148,5,3.3,67.28,-5,14.07795516
180,7,30,82,793,1.4,44.7,25,45.59753726
144,2,0,0,0,1.1,95.12,3,0
83,0,0,0,0,0.6,74.83,2,0
152,6,0,53,638,4.6,48.78,15,19.61097304
124,0,30,0,0,1.2,100,7,0
80,2,0,0,0,2.5,52.84,3,0
55,21,0,0,0,2.6,82.23,-6,0
83,20,0,0,0,1.1,72.96,-2,0
181,13,30,65,0,1.9,40.13,27,6.098301974
65,9,30,88,949,4.4,39.47,7,54.99062551
88,6,30,37,433,1.9,45.5,8,8.539406012
4,13,0,179,31,7.7,69.26,6,18.11144603
137,21,0,0,0,3.3,96.79,7,0
200,3,0,0,0,1.5,68.23,11,0
109,18,0,47,298,1.1,76.19,5,7.976631253
52,23,30,0,0,2.9,69.41,-12,0
59,19,0,0,0,2.5,82.57,-4,0
25,22,0,0,0,2.9,60.37,1,0
8,18,0,0,0,1.5,85.9,-2,0
129,17,30,14,0,2.9,73.57,3,1.313826967
42,21,0,0,0,1.7,58.23,0,0
176,22,30,0,0,1.2,90.35,14,0
134,1,0,0,0,1.2,95.15,7,0
71,7,0,41,0,2.6,93.02,4,3.847593832
93,23,0,0,0,1.6,55.36,2,0
24,7,0,0,0,3.1,70.17,0,0
5,7,0,0,0,2.6,82.95,0,0
8,15,30,50,717,0.9,74.05,1,19.14475661
191,3,30,0,0,1.9,89.22,11,0
72,6,30,15,291,3.2,67.11,1,2.440017999
63,13,0,363,166,4.4,45.24,4,44.66962595
15,19,30,0,0,3,57.14,0,0
28,20,30,0,0,3.6,78.46,0,0
13,15,0,83,553,1.9,59.16,2,23.17991624
25,0,30,0,0,3,69.34,0,0
50,6,30,0,0,1.7,58.6,0,0
116,5,30,3,0,2.4,90.35,0,0.281543633
124,20,30,0,0,1.9,100,6,0
110,7,0,63,752,3.4,58.02,7,29.09060394
63,15,30,125,753,3,58.65,1,42.23108076
58,23,0,0,0,1.6,87.07,-8,0
61,21,0,0,0,1,82.32,-6,0
6,20,0,0,0,3.2,67.68,-1,0
88,23,0,0,0,1.5,54.15,6,0
124,21,0,0,0,1.9,99.24,6,0
91,12,0,268,18,5.2,29.31,13,26.5551549
42,23,30,0,0,2,60.01,0,0
172,22,30,0,0,3.3,80.54,15,0
187,18,30,18,0,2.1,96.65,13,1.689020453
194,8,30,104,811,3.2,55.16,19,59.58095867
107,16,30,7,0,3.4,68.02,4,0.656906264
92,6,30,53,124,1.8,57.42,-1,6.66327253
26,16,30,28,578,1.4,65.39,7,9.008703156
70,10,30,318,303,2.8,36.03,11,48.60732377
54,22,0,0,0,2.9,71.19,-3,0
69,8,0,62,845,3.5,38.31,7,30.49821381
134,2,0,0,0,1.2,98.14,6,0
104,13,0,342,28,4.9,14.13,16,34.34228343
152,14,0,97,956,1.6,22.69,27,85.93914782
79,1,30,0,0,1.7,55.25,2,0
55,11,30,328,197,4.9,63.37,3,42.79322122
172,13,0,109,952,1.2,25.19,29,94.09942153
26,17,0,12,282,1.7,62.81,5,1.970697133
86,10,0,86,967,2.8,27.1,19,70.65269588
28,9,0,36,0,1.4,66.55,2,3.378449331
29,22,30,0,0,1.2,81.3,0,0
200,14,0,348,409,3.5,32.68,25,65.67546519
71,16,30,100,398,1.8,59.77,6,20.36364657
1,4,0,0,0,1.7,90.46,-12,0
95,18,30,0,0,1.3,47.09,9,0
176,15,30,207,13,3.5,49.51,24,20.26579489
111,18,30,0,0,1.1,77.2,9,0
38,10,0,57,949,5.2,43.44,12,45.79172449
114,21,30,0,0,1.3,95.81,6,0
178,14,30,143,8,0.8,39.34,27,14.07300456
130,11,30,110,988,2.1,45.34,10,95.99582772
60,0,0,0,0,3.2,88.06,-5,0
36,7,30,20,483,3.8,57.38,3,4.973773519
174,23,0,0,0,4.4,73.2,16,0
86,20,30,0,0,3.8,58.48,9,0
108,6,30,15,0,5,70.16,-1,1.407733633
187,8,30,304,297,4.4,56.26,20,47.1012795
15,10,0,161,62,4.3,48.48,4,17.26725037
188,21,0,0,0,0.7,100,12,0
33,20,0,0,0,1.2,73.28,2,0
10,22,0,0,0,0.8,94.89,-3,0
166,15,30,96,858,1.1,40.71,25,64.26813379
92,1,30,0,0,1.3,76.49,-3,0
113,1,0,0,0,1.8,71.11,4,0
139,8,30,230,18,0.4,59.36,10,22.80252799
153,19,0,18,3,2.8,83.47,15,1.688983324
9,1,30,0,0,3.8,67.56,-1,0
61,16,0,119,7,0.5,62.94,0,11.44944106
6,10,0,58,0,1.1,66.1,-1,5.443236715
32,14,30,59,940,3.8,51.54,5,43.35533693
54,19,30,0,0,1.6,75.07,-3,0
116,14,30,141,6,3.9,62.11,9,13.70043489
197,10,30,390,525,2.1,22.67,28,80.21524415
8,8,30,44,664,1.6,64.19,-2,15.01599044
79,17,0,50,663,0.3,49.04,12,18.9547712
18,8,30,73,143,1.8,62.88,4,9.3843752
83,6,30,11,0,1.6,82.82,0,1.032326653
148,7,0,92,706,1.8,71.65,11,36.87775722
68,0,30,0,0,1.8,72.52,-2,0
175,3,0,0,0,3.6,69.71,15,0
104,8,30,194,528,4.4,24.58,12,46.448573
119,12,0,464,389,0.4,25.2,23,76.65433535
115,17,0,19,0,4.2,95.26,5,1.783011692
6,0,0,0,0,1.9,86.51,-2,0
115,22,0,0,0,2.1,100,1,0
173,10,0,92,957,1.5,25.24,29,85.93725834
54,15,30,79,858,0.6,50.77,4,39.22668834
184,13,30,433,352,2,30.49,29,70.73874759
9,22,0,0,0,2.1,73.52,-1,0
178,23,30,0,0,2.2,97.28,16,0
202,8,30,71,896,2.2,41.24,24,60.79738468
135,21,0,0,0,1.7,81.35,5,0
64,19,30,0,0,0.7,69.6,0,0
197,7,0,63,775,3.1,37.96,23,34.62111352
15,8,30,42,0,5.1,43.39,1,3.941567537
65,6,30,0,0,1.2,47.68,0,0
167,15,30,28,0,1.7,34.45,26,2.626989729
136,11,30,415,554,2.2,43.69,15,87.54563561
112,15,30,181,10,2.1,35.64,15,17.54666009
115,21,30,0,0,2.2,100,1,0
111,0,0,0,0,1.3,88.25,2,0
139,23,0,0,0,1.5,100,3,0
106,15,0,143,886,2.3,63.44,5,67.75444429
96,5,30,0,0,0.5,62.62,2,0
76,20,30,0,0,2.2,97.8,6,0
160,18,0,7,0,1.6,74.2,18,0.656805189
38,7,30,22,450,3,60.91,5,5.255192355
41,13,30,78,1008,1.4,45.49,7,59.68265841
49,23,30,0,0,2.7,64.21,0,0
135,15,0,299,428,1.3,78.29,7,56.86743867
194,22,0,0,0,1.7,99.89,15,0
85,19,30,0,0,1.4,77.42,7,0
122,19,0,0,0,1.5,97.26,9,0
16,16,0,56,0,2.6,55,0,5.25548114
175,11,30,114,928,2.1,29.55,29,93.72414966
160,0,0,0,0,0.7,99.33,15,0
29,6,30,0,0,1.2,76.49,0,0
113,3,30,0,0,1.3,74.08,4,0
1,10,30,64,938,2.4,53.78,0,41.38691398
198,19,30,0,0,0.6,84.74,16,0
57,11,30,297,50,0.9,51.62,-2,31.06433022
172,19,0,25,275,2.4,62.46,20,4.40988075
33,1,0,0,0,3.5,65.22,0,0
138,21,0,0,0,0.4,100,3,0
166,23,0,0,0,1.9,92.83,13,0
22,9,0,106,34,3.3,50.46,0,10.88635379
63,19,30,0,0,2.5,71.88,-3,0
135,3,30,0,0,0.9,95.21,4,0
98,0,30,0,0,1.6,71.87,0,0
188,22,30,0,0,0.4,100,11,0
54,5,30,0,0,1.1,22.81,-6,0
161,5,0,22,130,2,92.57,11,2.815095971
32,21,30,0,0,2.1,68.83,0,0
105,9,0,166,8,3.7,77.87,2,16.14148014
119,20,30,0,0,4.1,94.52,10,0
73,22,0,0,0,3.5,47.04,7,0
8,12,30,221,198,1.5,57.59,3,29.46726198
85,8,30,93,800,2.2,47.11,12,44.85336948
134,14,30,350,383,6.1,37.96,16,60.8965627
116,16,30,46,0,3.2,70.26,8,4.316622819
108,23,30,0,0,0.7,80.29,-1,0
78,16,30,51,845,1.6,24.39,11,30.12152689
56,19,0,0,0,3.5,76.28,-10,0
9,22,30,0,0,2.2,73.5,-1,0
27,16,30,30,573,1.7,76.28,3,9.384478338
84,1,30,0,0,2.2,69.16,-3,0
200,21,0,0,0,3.2,84.55,14,0
37,0,30,0,0,4.6,54.89,4,0
127,0,0,0,0,2.1,100,6,0
15,15,30,80,377,1.5,62.68,4,15.85959409
120,16,0,239,257,0.2,63.05,14,35.28137278
84,14,0,165,798,5.2,36.85,12,68.12457373
188,8,30,205,13,3.2,79.57,15,20.08013507
125,15,0,348,211,0.3,62.92,14,46.44755193
122,21,0,0,0,0.4,100,8,0
194,13,0,493,217,2.4,43.77,25,65.30017682
190,20,0,0,0,0.5,78.06,17,0
208,6,0,41,578,1.1,47.46,15,13.88719622
107,7,30,150,21,2.7,71.58,0,14.92181252
9,18,0,0,0,1,84.38,0,0
32,4,30,0,0,1.9,63.97,-2,0
131,11,30,457,372,3.8,35.41,18,75.25110883
55,21,30,0,0,2.7,82.23,-6,0
186,19,0,2,0,2.3,90.68,14,0.187666877
128,18,30,16,0,6.8,94.69,0,1.50156604
21,8,30,40,816,3.2,39.23,-7,18.67716433
106,12,0,225,15,2.9,89.24,4,22.42865673
178,9,0,87,894,1.4,33.77,28,70.55188725
111,20,0,0,0,1.3,78.48,6,0
49,1,0,0,0,4,63.57,0,0
151,15,0,111,858,1.4,37.46,24,70.085874
75,1,0,0,0,1.1,97.71,3,0
16,2,30,0,0,2.7,68.76,-1,0
141,2,30,0,0,1.5,100,2,0
183,12,30,117,922,3.1,44.65,26,93.53959856
70,11,0,284,486,3.1,32.19,12,58.36568162
13,8,30,42,707,2.2,61.47,-3,15.8608142
88,4,30,0,0,1.9,60.35,2,0
79,11,30,77,1034,1.9,18.19,17,81.25707801
85,12,0,365,457,3.8,35.29,17,68.49615121
206,18,30,35,444,0.8,70.9,19,9.101343293
23,2,0,0,0,2.8,67.54,-4,0
73,11,30,73,1012,2,19.52,20,76.65686325
72,19,30,0,0,2.2,62.96,4,0
29,14,0,191,37,2.3,61.47,5,19.51928589
144,5,30,39,449,1.3,88.03,5,9.571957504
80,20,30,0,0,2,71.44,7,0
174,0,30,0,0,2.6,67,16,0
130,2,30,0,0,0.7,93.7,-3,0
102,21,0,0,0,4.8,45.88,6,0
141,15,0,276,25,1.6,41.15,16,27.5864244
162,18,0,47,670,0.8,59.28,18,20.36096087
35,0,0,0,0,2,75.86,0,0
139,21,30,0,0,1.7,100,3,0
13,4,30,0,0,1.2,92.11,-8,0
53,12,30,237,19,3.3,68.62,-1,23.46222722
153,7,30,110,711,2,44.2,17,44.94473484
45,3,0,0,0,1,71.81,2,0
170,4,30,0,0,1.5,68.49,13,0
184,6,30,63,673,3.8,49.99,22,26.4587028
58,20,30,0,0,1.7,77.04,-7,0
85,3,30,0,0,1.9,81.1,1,0
130,1,30,0,0,0.8,96.72,-3,0
174,6,0,64,477,5.2,64.57,18,16.8892763
82,2,30,0,0,2.4,79.56,1,0
191,5,30,32,455,2.7,69.8,14,8.538842881
168,5,30,40,470,3.2,60.47,15,10.60306198
191,13,30,361,595,2.1,26.63,28,84.4370991
86,0,0,0,0,2.8,69.42,6,0
24,10,0,64,911,5.3,56.7,6,40.35192638
180,14,0,97,919,2.7,28.66,31,84.24668258
87,23,0,0,0,2.4,58.64,4,0
100,17,0,65,622,1.7,33.39,14,23.45835956
53,16,0,64,807,2.4,75.33,-3,29.65690703
41,10,30,81,970,1.9,61.55,4,54.61706366
145,6,30,67,690,2.2,72.24,10,27.68208131
121,14,0,422,157,1.8,42.01,17,51.51285892
94,10,0,101,962,4,17.67,16,74.97126902
66,20,30,0,0,2.1,71.55,0,0
80,7,30,99,10,3.1,35.11,11,9.571326302
54,18,0,0,0,0.9,68.83,-2,0
162,13,30,402,533,2,48.42,21,83.03620348
29,9,0,110,325,2.1,62.62,4,19.33181291
172,0,30,0,0,3.4,51.46,16,0
153,21,0,0,0,2.3,93.16,12,0
89,15,30,92,851,1.5,18.56,20,50.76054225
140,15,0,362,206,2,49.57,14,48.04272038
136,13,30,92,0,1.1,42.23,16,8.632486546
16,23,30,0,0,3.8,42.41,-2,0
50,2,0,0,0,2.1,63.48,0,0
112,10,30,390,480,2.1,26.51,17,74.12597186
207,10,0,85,935,3,26.36,30,80.58874824
44,9,30,181,63,2.1,28.56,12,19.51778421
37,10,30,56,975,4.6,32.08,13,50.85828254
64,9,0,89,884,2.8,45.91,4,45.70190722
87,4,0,0,0,1.3,73.05,1,0
95,2,0,0,0,2.7,48.38,3,0
104,19,0,0,0,6.8,77.57,2,0
167,16,0,283,243,1.5,35.45,26,40.53069868
2,13,0,141,3,4.7,79.12,-1,13.32654506
3,17,30,0,0,2,64.38,-2,0
192,17,0,192,143,1.3,33.82,27,23.92410775
168,15,30,94,863,2.8,38.5,25,64.54960007
133,22,30,0,0,0.9,90.88,9,0
202,20,30,0,0,0.8,64.44,18,0
104,0,0,0,0,4.4,50.15,6,0
24,2,30,0,0,2.1,75.97,-2,0
187,13,30,78,0,5.5,61.07,19,7.318605947
31,22,0,0,0,3.2,63.84,-4,0
187,8,0,194,14,4.7,59.93,19,19.04714112
163,17,30,5,0,1,54.16,21,0.469131093
189,19,0,23,0,0.6,85.58,17,2.158097915
31,23,30,0,0,3.2,61.24,-3,0
192,21,30,0,0,1.1,72.2,18,0
114,22,30,0,0,1.3,100,5,0
54,6,30,0,0,1.3,23.49,-6,0
127,15,30,124,2,5.1,58.42,13,11.7293087
190,10,30,469,145,1.6,33.52,24,56.20005158
155,9,0,67,0,2.4,82.86,16,6.286702159
45,8,30,72,699,3.9,67.77,2,24.96298672
166,11,0,487,261,2.7,47.4,23,68.6792821
48,23,30,0,0,3.6,61.97,-1,0
191,4,30,0,0,2.1,82.57,12,0
72,23,0,0,0,2.8,67.65,3,0
44,11,0,81,0,2,20.11,16,7.600341416
30,20,0,0,0,1,96.63,-3,0
58,4,30,0,0,1.6,77.48,-13,0
100,21,30,0,0,1.7,58.72,5,0
203,18,0,46,648,0.3,42.37,26,18.95185447
206,23,0,0,0,1.4,72.09,16,0
99,5,0,0,0,2.8,70.21,-1,0
149,19,30,0,0,1.9,81.95,12,0
125,20,30,0,0,1.5,100,7,0
200,18,0,88,23,3.4,63.92,19,8.726030168
71,18,30,0,0,1.1,72.01,4,0
169,18,30,38,533,0.7,58.53,23,12.00949195
161,18,30,34,0,3,100,12,3.190407034
75,10,0,88,926,6.7,43.43,13,63.52593594
40,16,0,55,0,3.2,67.13,6,5.161292909
11,13,30,150,8,2.1,64.84,3,14.35825186
88,20,0,0,0,0.7,46.75,9,0
24,5,30,0,0,2.4,70.51,-2,0
33,0,0,0,0,3.5,69.61,0,0
128,3,30,0,0,0.5,100,4,0
202,12,0,479,364,0.8,30.39,28,77.21303618
121,14,30,385,204,2.2,47.77,16,50.57511139
109,14,30,347,327,2.7,47.17,10,54.80113723
109,3,30,0,0,0.3,82.95,-3,0
164,20,30,0,0,0.9,93.01,14,0
190,21,0,0,0,0.3,81.24,16,0
33,7,0,0,0,2,73.71,0,0
149,15,0,216,687,2.7,33.13,21,67.93018228
6,6,0,0,0,1.1,86.59,-5,0
201,6,0,56,444,3.1,86.43,15,13.6995314
144,17,30,5,0,1.9,72.12,11,0.469182662
79,1,0,0,0,1.7,55.25,2,0
95,6,0,24,246,2.8,49.72,5,3.659866104
90,7,30,86,649,3.8,36.2,14,28.15003148
59,13,0,246,21,2.2,60.6,1,24.40017999
118,15,0,89,929,2.3,23.31,21,67.83635607
65,11,0,106,996,5.2,36.49,10,72.72411191
28,7,30,5,0,1.2,84.71,0,0.469239388
94,10,30,104,976,4.1,17.67,17,80.41260492
203,2,30,0,0,1.5,69.15,13,0
118,11,30,95,1005,2.7,22.41,20,93.82725
10,3,0,0,0,1.9,76.97,-1,0
163,6,0,52,623,3.1,60.92,16,19.42309473
199,1,0,0,0,1,100,13,0
122,22,0,0,0,0.5,100,8,0
169,2,0,0,0,2.8,78.88,13,0
153,9,0,310,462,1.7,41.5,20,61.550676
24,0,0,0,0,1.8,76.85,-1,0
112,3,0,0,0,2.4,81.87,3,0
202,22,30,0,0,1.1,71,15,0
113,0,0,0,0,1.8,69.84,4,0
183,11,30,119,920,2.8,47.59,26,93.16431432
108,1,0,0,0,6.9,85.74,0,0
175,4,30,0,0,2.8,67.93,15,0
128,22,30,0,0,4.5,88.74,-2,0
202,3,0,0,0,1.9,88.45,12,0
172,6,30,69,636,2.7,45.07,19,26.64723191
110,17,0,134,166,1.9,47.39,12,17.73490969
206,7,30,75,777,1.9,35.97,25,41.18789888
13,20,30,0,0,2.1,64.66,-4,0
69,20,30,0,0,2.2,73.35,3,0
184,9,30,101,893,3.3,29.58,29,76.64927955
167,22,30,0,0,2.6,82.35,15,0
13,9,0,51,809,2.5,61.03,-1,24.02532067
192,13,0,102,947,2,26.38,30,92.40968221
3,16,0,15,0,2.2,65.74,-1,1.407733633
133,23,30,0,0,0.9,94.52,8,0
206,11,0,421,49,3.1,34.12,29,43.81299088
71,15,0,247,267,3.3,51.03,9,36.5970521
16,9,0,39,896,6.7,47.93,1,25.4324953
133,3,30,0,0,2.2,79.74,3,0
188,20,30,0,0,0.8,100,12,0
206,19,30,0,0,1,75.69,17,0
66,17,0,58,345,1.5,69.72,4,11.44893774
100,1,30,0,0,1.8,57.45,1,0
163,5,30,39,484,2.5,67.63,14,10.7908454
165,10,0,437,291,1.2,47.22,22,64.55172883
1,21,30,0,0,2.2,74.5,-8,0
120,1,0,0,0,0.4,100,7,0
188,1,30,0,0,2.4,99.06,12,0
198,0,0,0,0,1.2,70.02,13,0
171,14,30,84,954,3.8,19.21,32,81.14986558
41,1,30,0,0,2.5,92.44,-1,0
60,12,30,103,984,5.3,63.65,9,72.72491122
11,1,0,0,0,0.9,97.65,-4,0
75,17,30,35,406,3.3,67.44,9,7.788603395
20,18,0,0,0,2.4,69.56,-7,0
121,22,0,0,0,2.7,76.82,9,0
88,1,0,0,0,2.5,53.66,4,0
117,0,0,0,0,0.5,100,2,0
48,4,0,0,0,1.5,55.69,-6,0
44,21,0,0,0,3.5,58.76,5,0
110,18,30,0,0,1.7,66.85,9,0
29,17,30,0,0,1,81.9,0,0
179,19,0,27,255,0.8,65.44,21,4.503658494
125,16,0,20,0,0.6,68.29,13,1.876689393
91,23,30,0,0,2,78.67,-2,0
183,17,0,88,699,2.6,47.82,24,37.62307292
64,6,30,0,0,3.6,57.02,-2,0
162,11,0,489,106,1.9,56.91,19,55.17102945
190,16,30,107,734,1.5,38.95,24,46.63009288
171,0,30,0,0,3.4,70.1,14,0
199,10,30,402,47,2.3,41.92,25,41.65700935
198,15,0,364,91,2.3,47.46,23,40.62585949
10,7,30,0,0,1.5,67.52,0,0
78,2,30,0,0,1.5,81.19,0,0
48,8,30,51,848,4.3,42.9,1,28.06020699
88,21,30,0,0,1.2,52.67,6,0
70,22,30,0,0,2.4,92.96,3,0
3,3,30,0,0,2.2,73.01,-12,0
153,12,30,509,200,3.7,35.28,23,65.67690911
14,11,0,63,996,2,33.05,6,48.42231165
92,0,30,0,0,1.7,77.61,-2,0
118,16,30,72,815,1.6,27.18,19,40.43998927
36,5,0,0,0,2.9,64.43,0,0
62,12,30,172,9,4,44.37,-4,16.70565653
3,11,30,211,210,3.2,49.08,0,28.81129839
127,7,30,174,21,4.8,87.07,9,17.2663015
96,7,0,104,178,0.3,47.1,7,14.26378
59,16,30,72,626,2.5,76.69,-2,21.39778638
178,0,0,0,0,1.1,75.17,16,0
97,23,0,0,0,1,72.9,0,0
60,1,30,0,0,3.5,82.21,-4,0
63,3,30,0,0,3,58.17,-11,0
170,11,30,93,975,0.9,26.08,29,95.97578088
187,2,0,0,0,2.9,99.97,12,0
177,16,0,282,111,2.9,35.21,27,32.93083066
118,8,30,81,931,2.5,29.75,16,61.6472137
150,4,30,0,0,1.8,78.43,10,0
124,19,30,0,0,1.9,100,7,0
47,10,0,74,997,5,40.91,-1,53.21233133
148,14,0,444,200,4.2,49.98,16,57.70629593
118,20,30,0,0,1.5,64.98,9,0
166,15,0,100,881,1.2,40.72,25,71.86772333
110,6,0,37,477,3.8,68.51,3,9.384478338
89,16,0,147,508,1.2,19.66,19,34.99794895
155,2,30,0,0,0.9,100,11,0
8,22,0,0,0,3.5,79.4,-2,0
147,6,0,88,211,3.1,75.62,11,13.043278
132,14,0,389,438,3.3,67.92,13,70.65735563
87,19,30,0,0,2.4,55.21,6,0
8,21,0,0,0,3.2,81.18,-2,0
46,7,30,22,0,2.7,77.04,-3,2.064721376
2,2,0,0,0,2.2,69.38,-8,0
192,14,0,338,590,2,26.01,30,79.65057888
68,21,30,0,0,1.6,67.88,0,0
57,13,0,299,53,1.3,56.58,-1,31.34553556
122,0,30,0,0,2,77.54,7,0
98,17,0,106,20,3.6,39.21,7,10.51015368
147,18,0,6,0,1.8,73.13,14,0.56300063
200,16,0,64,0,3.5,42.49,23,6.004745976
68,11,0,107,1001,3.4,32.99,11,74.50620671
160,16,0,284,121,1.9,62.69,20,33.5901555
163,22,0,0,0,3.4,88.89,12,0
126,9,30,170,10,1.1,70.19,10,16.70308635
192,9,30,210,744,1.6,35.16,26,75.0568494
74,12,30,81,1008,2.5,19.56,23,78.34317016
30,12,30,131,0,3.3,72.22,3,12.29366662
159,21,30,0,0,1,96.24,16,0
46,13,0,242,28,4.1,64.22,-3,24.30740165
36,8,0,33,701,4.3,54.88,5,13.41950905
203,5,0,0,0,1.7,61.87,15,0
126,23,0,0,0,1.9,100,6,0
182,22,30,0,0,0.9,99.06,16,0
195,20,30,0,0,0.9,83.64,15,0
174,9,30,276,637,5.1,37.31,24,74.21409148
104,17,30,68,346,4.4,39.17,7,13.23153276
192,9,0,336,338,1.7,35.17,26,54.60385794
82,4,0,0,0,2.5,68.14,0,0
142,23,0,0,0,1,99.55,4,0
111,11,0,424,65,1.8,29.73,17,45.03856518
196,7,0,78,703,2,49.34,21,33.58978627
44,4,30,0,0,2.4,54.49,0,0
103,14,0,118,2,2.6,14.57,21,11.25914624
178,16,0,104,0,0.4,40.02,26,9.757390422
78,20,0,0,0,1.4,42.58,5,0
143,4,0,0,0,0.7,93.73,2,0
19,2,0,0,0,0.8,97.91,-2,0
195,17,0,189,193,1.4,53.75,22,25.70810131
151,2,0,0,0,1.5,86.69,11,0
166,22,0,0,0,2,93.56,14,0
121,6,30,57,676,2.5,53.24,14,22.70769206
91,17,30,74,320,5.5,70.23,1,12.10624315
101,7,30,85,720,4.6,37.06,12,33.87461586
177,9,30,88,932,3,36.58,26,78.80969187
112,23,0,0,0,1.8,72.33,4,0
161,2,30,0,0,1.4,96.37,10,0
25,1,30,0,0,2.7,70.99,0,0
78,12,0,77,1059,3,16.87,15,83.60467453
111,14,30,101,0,0.9,36.94,15,9.477073094
80,6,0,0,0,2.3,51.55,4,0
40,3,0,0,0,2.1,79.72,1,0
64,21,0,0,0,1.3,71.54,-1,0
55,0,30,0,0,3.5,65.45,-2,0
159,3,30,0,0,1.8,89.73,11,0
153,8,0,117,781,2,44.56,18,55.07780658
170,11,0,92,972,0.8,26.09,29,93.81796763
158,13,0,92,971,2.3,31.25,26,93.63341963
56,20,0,0,0,3.6,75.62,-11,0
199,22,30,0,0,1,90.55,14,0
103,20,30,0,0,4.1,43.78,9,0
142,15,0,323,48,3.7,52.43,14,33.59237089
160,9,0,352,69,2.2,79.07,17,37.90745903
83,14,0,215,13,5.5,62.5,3,21.11507626
54,17,0,39,546,0.4,57.57,0,10.69865804
150,19,0,1,0,1.3,80.51,16,0.093831376
171,23,30,0,0,3.2,50.68,17,0
199,6,30,119,147,0.7,72.03,17,15.29434609
16,18,30,0,0,4.5,60.34,-2,0
96,13,0,125,957,3.7,16.79,17,85.10412212
109,7,30,178,81,1.2,67.13,3,19.98893886
115,23,0,0,0,1.7,98.6,1,0
119,13,30,386,45,0.1,27.31,22,39.87570458
107,3,30,0,0,1.4,75.84,-1,0
172,4,30,0,0,4.8,54.93,14,0
92,21,30,0,0,1.9,61.38,-1,0
25,21,0,0,0,2.7,61.35,1,0
144,16,30,218,242,2.3,59.41,12,31.81023484
119,14,0,358,43,0.1,28.13,22,36.87329859
110,22,30,0,0,1.1,87.98,3,0
11,9,30,38,0,0.5,70.98,0,3.566219345
62,23,0,0,0,3.3,61.58,-13,0
120,0,30,0,0,0.5,100,7,0
83,23,30,0,0,1.9,74.39,-3,0
0,13,0,211,114,3.2,63.27,-4,24.58922479
103,4,0,0,0,2,57.9,3,0
107,8,0,178,17,2.7,77.24,1,17.45551338
52,6,0,0,0,2.5,70.34,-12,0
29,20,30,0,0,1,87.04,0,0
53,19,0,0,0,1.8,78.88,-9,0
27,3,0,0,0,4.2,78.7,2,0
121,2,0,0,0,2.5,85.64,6,0
153,2,30,0,0,1.7,74.83,9,0
110,0,30,0,0,2.8,76.27,-1,0
127,9,0,314,46,5.3,71.95,10,32.56163462
25,10,30,62,958,2.7,42.25,12,46.5424085
154,21,30,0,0,0.7,72.64,13,0
53,2,0,0,0,2.6,69.7,-12,0
15,15,0,73,627,1.5,58.4,5,24.77447825
9,2,30,0,0,3.6,70.43,0,0
91,1,30,0,0,3.1,91.77,1,0
92,16,0,104,834,3.3,29.28,7,45.41887841
59,7,30,10,0,0.5,68.21,-5,0.938530344
24,10,30,68,937,5.4,56.69,7,45.8880817
156,3,30,0,0,2.4,99.86,9,0
56,5,30,0,0,1,72.55,-12,0
206,0,0,0,0,1.3,59.85,17,0
