ID,company,model,year,transmission,mileage,fueltype,tax,mpg,engineSize,price
9880,3, Q3,2019,0,7000,0,145,47.1,2,32990
9881,4, Aygo,2017,1,14257,4,145,68.9,1,7498
9882,1, Tucson,2019,1,50,4,145,34.9,1.6,22995
9883,1, Kona,2018,1,19036,4,145,52.3,1,13647
9884,0, 5 Series,2019,0,9676,2,135,156.9,2,28500
9885,2, B-MAX,2014,1,33000,0,20,70.6,1.6,6799
9886,1, I20,2018,1,4256,4,145,55.4,1.2,11000
9887,2, Kuga,2017,1,19106,0,145,64.2,1.5,14498
9888,0, 1 Series,2016,3,24075,4,235,37.7,3,18995
9889,2, Kuga,2019,1,5730,0,145,38.2,2,18200
9890,2, EcoSport,2018,1,22084,4,145,54.3,1,13997
9891,4, C-HR,2017,0,30612,2,135,74.3,1.8,19995
9892,2, Fiesta,2014,1,12251,4,30,54.3,1.2,6295
9893,0, X2,2020,1,9,0,145,53.3,2,26890
9894,0, 3 Series,2009,1,47125,0,125,58.9,2,5995
9895,2, Fiesta,2013,1,38141,4,0,65.7,1,6100
9896,4, Auris,2017,0,11000,4,150,61.4,1.2,11295
9897,0, X3,2016,3,37000,0,145,54.3,2,20500
9898,2, Fiesta,2014,1,27361,4,0,65.7,1,6897
9899,2, Ka+,2018,1,11834,4,145,57.7,1.2,7600
9900,4, GT86,2017,1,6445,4,145,36.2,2,20995
9901,3, A4,2016,1,33334,0,30,67.3,2,17290
9902,2, Fiesta,2015,1,27514,4,30,54.3,1.2,7000
9903,3, A3,2017,1,29994,0,145,65.7,2,17000
9904,0, 3 Series,2016,0,47262,0,30,62.8,2,13799
9905,3, Q3,2015,3,18776,0,150,55.4,2,16490
9906,4, Aygo,2019,1,179,4,145,57.7,1,10995
9907,3, A3,2018,3,8226,4,145,56.5,1.5,22950
9908,0, 2 Series,2017,3,14612,0,145,55.4,2,19480
9909,3, Q3,2020,0,1000,4,145,31.4,2,34000
9910,3, A6,2019,0,9000,0,145,47.9,2,30500
9911,0, 1 Series,2018,3,11690,0,145,45.6,2,17390
9912,3, A1,2013,0,51476,4,125,53.3,1.4,9799
9913,2, Fiesta,2019,1,13576,4,145,58.9,1,12495
9914,2, Kuga,2017,1,5413,4,145,45.6,1.5,18450
9915,2, Focus,2016,1,36565,0,0,74.3,1.5,9000
9916,4, Prius,2014,0,23000,2,0,68.9,1.8,18750
9917,3, Q5,2019,3,19,4,145,33.2,2,30998
9918,1, I20,2017,0,20187,4,160,45.6,1.4,9530
9919,4, Aygo,2018,1,10437,4,145,56.5,1,7901
9920,0, X3,2019,3,4238,4,145,30.4,2,31940
9921,2, KA,2013,1,33735,4,30,57.7,1.2,3691
9922,3, TT,2011,1,38000,4,200,43.5,1.8,9995
9923,4, Avensis,2010,1,79031,4,200,42.2,1.8,5495
9924,2, Focus,2019,1,13462,4,145,60.1,1,17499
9925,0, X3,2019,3,2839,0,145,54.3,2,33450
9926,0, 2 Series,2016,1,17586,4,125,52.3,1.5,12499
9927,0, X5,2017,0,11197,0,200,47.1,3,35995
9928,2, Focus,2016,1,26076,0,0,74.3,1.5,10498
9929,2, Fiesta,2017,1,23564,4,145,64.2,1.1,9695
9930,4, Corolla,2019,1,4890,4,145,39.2,1.2,16490
9931,3, A1,2016,1,12100,4,30,56.5,1.4,14500
9932,0, 3 Series,2004,1,82785,4,330,29.4,2.5,3990
9933,3, A1,2019,3,1620,4,145,44.8,1.5,22490
9934,1, Tucson,2016,1,31352,4,160,44.8,1.6,13495
9935,0, 5 Series,2019,3,3555,0,145,51.4,3,42500
9936,3, A1,2018,1,23102,4,145,55.4,1.4,14995
9937,4, Aygo,2017,1,37721,4,0,69,1,5790
9938,2, Focus,2019,1,4660,4,145,60.1,1,16799
9939,4, Yaris,2017,1,11682,4,30,58,1.3,8995
9940,3, Q5,2019,0,126,4,150,32.1,2,38500
9941,0, 2 Series,2019,0,8719,0,145,52.3,2,20480
9942,2, Fiesta,2016,1,22740,4,0,65.7,1,9000
9943,1, I40,2019,3,1000,0,145,53.3,1.6,21000
9944,3, A3,2019,1,8449,0,145,51.4,1.6,17985
9945,4, Corolla,2019,0,9000,2,135,78.5,1.8,22850
9946,2, Fiesta,2019,1,2957,4,145,58.9,1,13491
9947,1, I20,2018,1,17940,4,145,46.3,1.2,9299
9948,3, A4,2017,0,60000,0,145,64.2,2,18990
9949,1, Kona,2019,1,12273,4,145,44.1,1,13599
9950,4, Yaris,2016,0,23565,4,30,58,1.3,10690
9951,2, Fiesta,2017,1,30060,4,145,65.7,1,9999
9952,2, Focus,2020,0,1955,0,150,64.2,2,21990
9953,2, C-MAX,2017,1,29617,0,20,68.9,1.5,9330
9954,2, Mondeo,2015,0,109880,0,125,58.9,2,8000
9955,3, A1,2019,0,19900,4,150,40.9,2,21490
9956,3, Q5,2016,3,28250,0,205,47.1,2,22000
9957,2, Fiesta,2017,1,25133,4,145,47.9,1.6,11450
9958,2, EcoSport,2017,1,11383,4,150,44.8,1.5,9498
9959,0, X2,2019,0,4501,4,145,39.2,2,33551
9960,1, I10,2017,1,14528,4,145,60.1,1,7291
9961,3, A5,2019,3,8000,0,145,48.7,2,26000
9962,2, C-MAX,2016,1,13624,0,20,68.9,1.5,10650
9963,3, A3,2017,1,34800,0,20,67.3,2,14795
9964,3, Q2,2019,3,1910,4,145,42.2,1.5,28690
9965,0, X1,2019,1,12159,4,150,51.4,1.5,20000
9966,2, Ka+,2019,1,940,4,150,47.9,1.2,10000
9967,0, 2 Series,2016,3,40115,0,30,64.2,2,14490
9968,2, Fiesta,2013,1,46332,4,0,65.7,1,5999
9969,2, EcoSport,2018,1,14153,4,145,53.3,1,12499
9970,4, Aygo,2016,1,13826,4,0,69,1,5985
9971,2, Fiesta,2017,1,15393,4,125,54.3,1.2,8799
9972,2, Fiesta,2018,1,33247,4,145,65.7,1,10400
9973,3, A1,2017,1,29271,4,30,55.4,1.4,14400
9974,0, X4,2015,0,33289,0,200,47.9,3,21437
9975,4, Yaris,2016,1,20305,4,30,58,1.3,8995
9976,3, Q2,2019,1,2011,0,145,49.6,1.6,20000
9977,2, Ka+,2018,1,13192,4,145,54.3,1.2,7950
9978,1, Ioniq,2017,3,46899,2,0,78.5,1.6,14385
9979,4, Aygo,2019,1,1599,4,145,57.7,1,9600
9980,0, 1 Series,2017,0,26841,4,145,39.8,3,19990
9981,4, Aygo,2019,1,25,4,145,56.5,1,10800
9982,0, 3 Series,2016,0,36157,2,0,134.5,2,17532
9983,2, Fiesta,2017,0,31597,4,0,57.7,1,10495
9984,2, Kuga,2017,1,18600,0,145,54.3,2,16500
9985,0, 1 Series,2019,0,123,0,145,51.4,2,27410
9986,2, Focus,2017,1,12255,4,20,60.1,1,11797
9987,4, Auris,2015,1,66532,0,20,67.3,1.6,7995
9988,0, 4 Series,2019,3,11,0,145,65.7,2,29995
9989,3, A4,2016,0,94175,0,30,61.4,2,14840
9990,0, 5 Series,2019,0,6500,2,135,156.9,2,38995
9991,0, 4 Series,2016,1,24083,4,160,46.3,2,15440
9992,3, TT,2019,3,3827,4,150,40.9,2,29562
9993,2, S-MAX,2017,1,23154,0,125,56.5,1.5,17495
9994,3, Q3,2017,1,26479,4,125,50.4,1.4,16362
9995,2, Focus,2019,1,5003,0,145,70.6,2,23698
9996,4, Yaris,2015,1,23487,4,30,58,1.3,7400
9997,1, I30,2016,1,47978,0,0,78.4,1.6,7985
9998,2, Galaxy,2017,0,7743,0,145,52.3,2,20627
9999,0, X5,2019,3,10,0,150,37.7,3,52875
10000,1, IX20,2017,1,11567,4,145,50.4,1.4,9500
10001,0, 3 Series,2015,0,89343,0,30,62.8,2,9000
10002,0, X3,2019,0,3280,0,145,54.3,2,43740
10003,0, 4 Series,2020,3,10,0,145,60.1,2,30000
10004,3, A4,2016,1,30578,0,0,74.3,2,14995
10005,1, I10,2017,1,10000,4,150,57.7,1.2,9180
10006,0, 2 Series,2019,1,1000,4,145,52.3,1.5,20980
10007,3, A1,2018,3,32000,4,150,57.7,1.4,13995
10008,2, Focus,2018,1,8666,4,145,57.7,1,13999
10009,2, Focus,2018,1,14363,4,145,60.1,1,12700
10010,2, Kuga,2016,1,29683,0,125,60.1,2,15000
10011,3, Q7,2019,0,50,0,145,33.6,3,42990
10012,2, Focus,2016,1,71364,0,0,74.3,1.5,7842
10013,1, Tucson,2019,3,4371,0,145,47.1,1.6,21452
10014,3, A8,2019,0,3000,0,145,40.4,3,39995
10015,2, Fiesta,2017,3,32358,4,145,57.7,1,11150
10016,2, Ka+,2017,1,15985,4,145,57.7,1.2,6720
10017,2, S-MAX,2019,0,6000,0,145,53.3,2,22750
10018,2, EcoSport,2016,3,18325,4,160,44.8,1.5,9998
10019,3, Q2,2019,0,4515,4,145,33.2,2,26970
10020,1, Tucson,2019,1,15861,4,145,34.9,1.6,15498
10021,2, Fiesta,2018,1,14455,4,145,64.2,1.1,10497
10022,3, Q2,2017,1,50050,4,125,52.3,1.4,15290
10023,1, I10,2016,3,20603,4,150,47.9,1.2,7699
10024,3, A5,2019,3,3633,4,145,37.7,2,29630
10025,3, A3,2014,1,43662,0,20,67.3,2,11600
10026,2, Focus,2010,1,100900,4,205,42.2,1.6,2799
10027,2, Fiesta,2015,1,25506,4,0,65.7,1,7498
10028,1, Tucson,2017,3,6173,0,125,57.6,1.7,15110
10029,0, X5,2019,3,9450,0,145,37.7,3,45000
10030,0, 2 Series,2019,3,2404,0,145,65.7,2,24160
10031,3, A3,2016,1,29706,4,30,57.6,1.4,15492
10032,2, Kuga,2019,1,2790,4,150,35.3,1.5,19995
10033,4, Auris,2017,1,13394,4,125,52.3,1.2,10980
10034,2, Fiesta,2016,1,17679,4,125,54.3,1.2,8375
10035,2, Focus,2018,1,5400,4,150,58.9,1,14985
10036,0, 3 Series,2016,0,23114,0,145,53.3,3,16600
10037,2, Focus,2016,1,41157,4,205,41.5,2,14998
10038,2, B-MAX,2014,1,42125,4,145,47.1,1.4,6298
10039,2, Focus,2017,3,10028,4,125,51.4,1,13000
10040,3, A1,2011,1,60700,4,125,53.3,1.4,7495
10041,0, Z4,2014,1,36000,4,200,41.5,2,11990
10042,3, Q3,2017,3,28619,0,145,53.3,2,22075
10043,2, Kuga,2019,1,10351,0,145,54.3,1.5,18489
10044,3, TT,2011,1,100000,0,145,53.3,2,6490
10045,3, A4,2013,1,82591,0,30,61.4,2,9960
10046,2, Fiesta,2019,1,9209,4,150,62.8,1,14200
10047,4, Aygo,2019,1,6929,4,145,56.5,1,10195
10048,3, Q3,2020,0,1500,4,145,31.4,0,32444
10049,1, I10,2014,1,37875,4,20,60.1,1,4887
10050,1, I10,2019,1,50,4,145,49.6,1,10290
10051,2, Focus,2016,1,34006,0,0,74.3,1.5,9790
10052,0, 3 Series,2020,3,101,0,145,48.7,2,35158
10053,2, EcoSport,2017,1,44430,4,160,44.8,1.5,7500
10054,2, Fiesta,2019,1,10972,4,150,56.5,1,14450
10055,2, Focus,2019,1,8000,4,145,49.6,1,18999
10056,1, IX35,2015,1,59629,0,150,53.3,1.7,8495
10057,2, Fiesta,2017,1,13761,4,125,54.3,1.2,8798
10058,1, I20,2019,1,5000,4,145,46.3,1.2,10795
10059,2, Focus,2017,1,18632,0,145,74.3,1.5,12798
10060,2, Kuga,2017,1,21223,0,125,60.1,2,13331
10061,3, Q5,2019,3,2010,2,135,117.7,2,44991
10062,1, I20,2013,0,12508,4,145,47.1,1.4,6766
10063,3, Q7,2019,3,8224,0,145,33.2,3,53990
10064,2, Kuga,2014,1,26150,0,200,47.9,2,10200
10065,4, Yaris,2017,1,7451,4,145,56.5,1.5,11250
10066,4, Auris,2016,0,21544,2,0,78.5,1.8,14150
10067,4, Aygo,2017,1,6000,4,145,68.9,1,8995
10068,3, Q3,2019,0,4000,0,145,48.7,2,25500
10069,0, 2 Series,2019,3,4001,0,145,47.1,2,24180
10070,4, Auris,2014,0,33401,2,0,72.4,1.8,11495
10071,0, X1,2020,0,1000,0,145,47.9,2,26750
10072,3, A8,2018,0,3000,0,145,50.4,3,39500
10073,0, 3 Series,2016,0,46003,0,160,51.4,3,16895
10074,4, Auris,2011,0,40000,4,0,70.6,1.8,7995
10075,2, Focus,2019,1,4442,4,145,58.9,1,14642
10076,1, Tucson,2016,1,21262,0,30,61.7,1.7,13999
10077,2, EcoSport,2018,1,8484,4,145,53.3,1,12150
10078,4, Auris,2016,1,16576,4,125,52.3,1.2,9998
10079,1, Tucson,2019,1,100,4,145,35.3,1.6,20990
10080,2, Kuga,2017,3,21507,0,125,58.9,1.5,14999
10081,2, Fiesta,2015,1,21672,4,0,65.7,1,8698
10082,4, Prius,2017,0,19133,2,135,85.6,1.8,20990
10083,1, I40,2017,1,17393,0,145,65.7,1.7,11485
10084,4, Aygo,2019,1,1915,4,145,57.7,1,9490
10085,2, S-MAX,2019,1,13301,0,145,54.3,2,24190
10086,0, 3 Series,2019,3,12,0,145,64.2,2,24440
10087,4, Aygo,2019,1,14207,4,145,57.7,1,9495
10088,2, Fiesta,2013,1,23387,4,0,65.7,1,7000
10089,0, X1,2016,1,31345,0,125,60.1,2,17995
10090,2, Fiesta,2018,1,6036,4,145,58.9,1,11900
10091,1, I10,2014,1,41183,4,30,57.6,1.2,6000
10092,4, C-HR,2017,1,20000,4,145,47.1,1.2,16450
10093,2, EcoSport,2017,1,20057,4,145,52.3,1,11499
10094,2, Fiesta,2015,0,5040,4,30,57.7,1,9299
10095,4, Aygo,2017,1,11925,4,145,68.9,1,8998
10096,1, Tucson,2015,1,69085,0,30,61.7,1.7,10298
10097,2, Fiesta,2018,1,6300,4,145,55.4,1,14499
10098,2, S-MAX,2017,1,30478,0,145,56.5,2,20495
10099,0, X1,2020,3,3000,0,150,52.3,2,34999
10100,2, EcoSport,2019,1,1743,0,145,64.2,1.5,17000
10101,3, Q3,2019,3,5454,4,145,30.7,2,38995
10102,2, Fiesta,2018,1,6720,4,150,40.3,1.5,17250
10103,2, Focus,2018,1,18770,4,145,57.7,1,12030
10104,3, Q2,2020,3,4000,4,145,42.2,1.5,25888
10105,4, Aygo,2019,1,13500,4,145,56.5,1,7995
10106,0, 5 Series,2018,0,9273,0,145,68.9,2,24299
10107,2, C-MAX,2017,1,14000,4,30,55.4,1,11995
10108,2, Kuga,2019,1,13476,4,145,35.3,1.5,18800
10109,0, 1 Series,2019,3,11423,0,145,74.3,2,18685
10110,2, C-MAX,2017,1,24498,0,20,68.9,1.5,10630
10111,0, X2,2019,3,3241,4,150,40.4,2,23498
10112,3, Q2,2019,1,5880,0,145,49.6,1.6,20834
10113,0, X5,2018,0,29150,0,150,47.1,3,33990
10114,3, A3,2019,0,14362,4,145,41.5,1.5,21880
10115,2, Fiesta,2018,3,14773,4,145,54.3,1,12499
10116,3, A4,2016,1,85945,0,30,64.2,2,12470
10117,0, 5 Series,2019,0,4859,4,145,29.1,3,39480
10118,0, 2 Series,2019,1,4648,4,145,42.8,1.5,20190
10119,2, Focus,2015,1,72000,0,0,74.3,1.5,6645
10120,2, Focus,2017,1,14728,4,145,51.4,1.5,12250
10121,2, Kuga,2019,1,6008,4,145,35.3,1.5,21000
10122,2, Fiesta,2014,1,13220,4,0,65.7,1,7500
10123,2, Fiesta,2018,1,7448,4,145,65.7,1,10470
10124,2, Fiesta,2017,1,12792,4,150,65.7,1,10995
10125,2, Kuga,2017,1,53628,0,145,54.3,2,12489
10126,2, S-MAX,2017,1,27547,0,145,56.5,2,17800
10127,0, X2,2019,3,5000,0,145,58.9,2,28874
10128,0, 1 Series,2015,0,75124,0,20,70.6,2,9700
10129,2, Focus,2018,1,21567,4,145,57.7,1,11990
10130,0, 3 Series,1999,0,82000,4,245,31,2.8,1200
10131,0, 5 Series,2019,3,9440,0,145,65.7,2,26650
10132,3, A6,2019,0,1863,0,145,47.9,2,30985
10133,2, Galaxy,2018,1,31504,0,145,56.5,2,19499
10134,2, Fiesta,2016,1,19389,4,125,54.3,1.2,8491
10135,3, A3,2015,0,32623,4,30,58.9,1.4,14959
10136,2, B-MAX,2017,1,8346,4,150,47.1,1.4,9998
10137,1, Ioniq,2019,3,10391,2,135,78.5,1.6,18600
10138,2, Focus,2019,1,10111,0,145,74.3,1.5,16030
10139,2, Fiesta,2015,1,26607,4,125,54.3,1.2,6959
10140,2, Kuga,2017,1,33717,0,125,60.1,2,14699
10141,3, A1,2018,1,9943,4,150,55.4,1.4,16900
10142,3, A5,2017,3,28300,4,145,53.3,2,24999
10143,2, Fiesta,2006,1,97556,0,30,62.8,1.4,1299
10144,1, I10,2017,1,12521,4,145,60.1,1,6797
10145,3, A5,2018,0,21829,0,145,70.6,2,23990
10146,3, A1,2020,3,6000,4,145,44.1,1.5,26011
10147,2, EcoSport,2018,1,13491,4,145,54.3,1,13195
10148,3, A1,2019,3,2060,4,145,44.8,1.5,22950
10149,2, Kuga,2019,1,5891,0,145,37.7,2,25925
10150,2, Focus,2018,1,19910,4,145,51.4,1.5,13790
10151,2, Kuga,2018,1,15575,0,145,39.2,2,17998
10152,2, Fiesta,2015,1,24002,4,30,54.3,1.2,7799
10153,3, A3,2016,3,25344,4,200,39.8,2,23950
10154,1, I10,2018,1,30549,4,145,57.7,1.2,7259
10155,3, A4,2020,3,3000,4,145,42.2,2,30995
10156,3, Q3,2017,3,38500,4,145,47.9,1.4,16250
10157,2, Fiesta,2017,1,8965,4,145,64.2,1.1,10500
10158,0, 1 Series,2017,0,24482,4,200,39.8,3,19499
10159,4, Yaris,2015,1,40039,4,30,58,1.3,6443
10160,3, RS6,2016,0,29000,4,325,29.4,4,44950
10161,2, Fiesta,2019,1,13600,4,145,58.9,1,13895
10162,4, Aygo,2017,1,25413,4,150,68.9,1,7498
10163,1, IX20,2017,1,30458,4,150,50.4,1.4,8690
10164,2, Fiesta,2015,1,48938,0,0,78.5,1.5,6998
10165,2, Fiesta,2018,1,21572,4,145,56.5,1,10370
10166,0, X1,2018,0,14968,0,150,60.1,2,22950
10167,3, Q2,2017,1,10160,4,125,50.4,1.4,19560
10168,1, I10,2018,1,10819,4,150,60.1,1,7690
10169,2, Grand C-MAX,2019,0,7000,0,145,51.4,1.5,16995
10170,4, Yaris,2019,1,12012,4,145,47.9,1.5,10990
10171,0, 1 Series,2017,1,13971,0,150,68.9,2,14950
10172,4, Aygo,2016,1,9572,4,0,69,1,7495
10173,0, X1,2019,0,1000,0,150,50.4,2,30555
10174,1, I20,2019,1,310,4,145,46.3,1.2,12490
10175,3, A4,2016,1,77976,0,0,74.3,2,11998
10176,2, EcoSport,2019,1,9316,4,145,53.3,1,14695
10177,4, Prius,2013,0,58852,3,10,64.2,1.8,17995
10178,2, Fiesta,2017,1,8748,4,145,65.7,1,8499
10179,2, Kuga,2018,1,13000,0,145,60.1,2,19999
10180,3, A4,2016,1,27370,0,30,64.2,2,15498
10181,3, A3,2020,1,3662,0,145,52.3,1.6,20481
10182,0, 2 Series,2019,0,12070,2,135,148.7,1.5,20850
10183,0, 5 Series,2013,3,84842,0,145,55.4,2,10780
10184,4, Yaris,2015,1,32601,4,30,55,1.3,7298
10185,1, Tucson,2016,1,35600,0,30,61.7,1.7,12150
10186,2, Fiesta,2019,1,11213,4,145,58.9,1,14000
10187,0, X7,2019,3,9121,0,145,31.4,3,73950
10188,4, Yaris,2016,1,30712,4,30,58,1.3,7498
10189,2, B-MAX,2017,1,41294,0,0,74.4,1.5,7998
10190,2, Kuga,2014,1,44951,0,150,53.3,2,9999
10191,3, A5,2010,1,76000,4,235,38.7,2,9495
10192,2, EcoSport,2015,1,55417,0,30,61.4,1.5,7720
10193,0, 1 Series,2019,1,5023,0,145,53.3,2,22990
10194,4, Yaris,2016,0,45211,2,0,86,1.5,10495
10195,0, X3,2018,3,9406,0,145,54.3,2,29222
10196,3, Q5,2019,0,200,4,150,32.1,2,38000
10197,1, Tucson,2016,3,15589,0,125,57.6,1.7,14500
10198,2, Fiesta,2019,1,879,4,145,58.9,1,13000
10199,4, Aygo,2017,1,17322,4,0,69,1,6750
10200,4, C-HR,2018,0,18147,2,135,74.3,1.8,17998
10201,0, 5 Series,2017,3,24172,2,135,156.9,2,23895
10202,2, Focus,2018,1,21000,4,150,57.7,1,12395
10203,2, Kuga,2016,1,15087,0,125,60.1,2,11557
10204,4, Yaris,2016,0,35562,4,30,55,1.3,8990
10205,1, Ioniq,2019,3,3047,2,135,78.5,1.6,21779
10206,4, Yaris,2014,0,26509,2,0,86,1.5,9100
10207,2, Fiesta,2018,1,9430,4,145,64.2,1.1,9900
10208,2, Focus,2016,1,22220,0,0,74.3,1.5,11795
10209,2, S-MAX,2017,0,16000,4,260,35.8,2,21500
10210,3, A3,2019,1,5000,0,145,51.4,1.6,19300
10211,3, A5,2014,1,95000,0,30,61.4,2,12850
10212,4, Supra,2019,3,5,4,145,34.5,3,47500
10213,4, Yaris,2019,1,2340,4,145,47.9,1.5,11998
10214,4, Aygo,2016,1,21441,4,0,69,1,6975
10215,3, A7,2014,3,44247,0,235,44.8,3,17999
10216,4, Auris,2016,0,11882,2,0,78.5,1.8,14995
10217,0, 1 Series,2016,1,39779,0,0,83.1,1.5,10599
10218,2, Focus,2017,1,19097,0,20,67.3,2,16998
10219,2, Fiesta,2019,1,7564,4,145,58.9,1,14499
10220,1, Santa Fe,2018,3,17189,0,145,42.8,2.2,21995
10221,0, 3 Series,2019,3,9503,0,145,49.6,2,32990
10222,2, Focus,2019,1,20647,4,145,60.1,1,16998
10223,2, Fiesta,2015,1,27541,4,0,65.7,1,7895
10224,4, Yaris,2018,1,21668,4,145,56.5,1.5,11000
10225,0, X4,2020,3,999,0,145,37.2,3,46995
10226,4, Yaris,2016,1,42752,4,30,58,1.3,7495
10227,4, Aygo,2019,1,3305,4,150,56.5,1,8788
10228,1, I10,2017,1,29488,4,145,60.1,1,7603
10229,3, A5,2020,0,1500,0,145,51.4,2,29888
10230,0, 4 Series,2019,3,9,0,145,65.7,2,23750
10231,3, Q3,2016,3,22168,4,145,47.9,1.4,17698
10232,3, A3,2017,3,45380,4,145,43.5,2,23575
10233,0, 5 Series,2019,3,3901,4,145,46.3,2,29700
10234,3, A3,2016,1,30692,4,30,60.1,1.4,16498
10235,0, 3 Series,2015,1,25481,0,30,64.2,2,14800
10236,2, Focus,2019,1,4288,4,145,34.5,2.3,27200
10237,2, Ka+,2018,1,15000,4,145,43.5,0,9999
10238,0, 3 Series,2019,0,5557,0,145,49.6,2,32000
10239,2, Kuga,2019,1,8714,0,145,54.3,1.5,20000
10240,2, Focus,2017,1,12705,4,20,60.1,1,12498
10241,1, Tucson,2017,1,25089,0,145,61.7,1.7,13499
10242,2, Kuga,2014,0,40221,4,235,38.2,1.5,11995
10243,3, Q2,2019,3,3342,4,150,40.9,1.5,25491
10244,2, B-MAX,2012,3,11310,4,160,44.1,1.6,9995
10245,2, Fiesta,2018,1,9512,4,145,65.7,1,11750
10246,4, Aygo,2017,0,9149,3,145,67.3,1,9880
10247,3, A8,2015,3,54174,0,205,47.9,3,19499
10248,3, A4,2016,1,72056,0,0,72.4,2,11500
10249,2, Fiesta,2017,1,23000,4,150,65.7,1,9695
10250,1, I10,2016,1,26753,4,20,60.1,1,5998
10251,2, Fiesta,2012,1,45000,0,20,68.9,1.4,4963
10252,4, Yaris,2016,0,49636,2,0,86,1.5,9000
10253,0, 1 Series,2017,3,15985,4,145,39.8,3,22490
10254,2, Fiesta,2018,1,22200,4,145,56.5,1,10600
10255,1, Kona,2019,1,15139,4,145,44.1,1,15650
10256,0, 8 Series,2019,3,2881,4,150,31.7,3,59694
10257,3, A4,2019,0,2777,4,145,40.9,2,27950
10258,3, A4,2017,1,29884,0,145,67.3,2,18991
10259,3, A1,2016,1,29050,0,0,76.3,1.6,11210
10260,1, Tucson,2017,1,19348,0,30,61.7,1.7,13735
10261,1, Ioniq,2018,0,30448,2,135,78.5,1.6,15995
10262,3, A5,2020,3,3000,4,145,39.2,2,33995
10263,0, 3 Series,2013,0,89543,0,125,60.1,2,9900
10264,2, EcoSport,2016,1,22399,4,125,52.3,1,10299
10265,0, 3 Series,2016,0,50318,0,30,67.3,2,11750
10266,4, Verso,2017,1,41630,0,30,62.8,1.6,11990
10267,2, Ka+,2019,1,2573,4,145,47.9,1.2,10630
10268,2, Fiesta,2015,1,41198,4,0,65.7,1,6995
10269,4, Yaris,2016,0,14214,2,0,86,1.5,11990
10270,3, A5,2019,0,4298,0,145,45.6,2,31990
10271,2, Focus,2018,1,30687,4,145,41.5,2,18499
10272,1, Ioniq,2019,0,6437,2,135,78.5,1.6,17195
10273,0, 5 Series,2018,0,5595,4,145,29.1,3,33066
10274,2, Kuga,2015,1,52748,0,145,54.3,2,12499
10275,0, M4,2019,0,19,4,145,32.5,3,48989
10276,0, 1 Series,2017,1,32082,0,145,70.6,1.5,14999
10277,0, 4 Series,2016,0,73740,0,145,55.4,3,16299
10278,4, Aygo,2018,1,6364,4,145,68.9,1,8595
10279,3, Q3,2020,0,1500,0,145,47.1,0,29990
10280,2, Kuga,2017,1,29210,4,160,45.6,1.5,14679
10281,2, Kuga,2019,0,2348,0,145,38.7,2,24995
10282,2, Focus,2020,1,403,4,150,60.1,1,19995
10283,2, Fiesta,2018,1,5053,4,150,58.9,1,11000
10284,2, Focus,2019,0,9790,4,145,50.4,1,16350
10285,0, 3 Series,2019,3,15002,0,145,48.7,2,26998
10286,2, Focus,2019,1,5668,4,145,58.9,1,17995
10287,4, Land Cruiser,2019,0,6836,0,145,30.1,2.8,49995
10288,0, 1 Series,2016,0,25204,4,30,58.9,1.5,11980
10289,2, Fiesta,2017,1,2366,4,145,54.3,1.2,9899
10290,1, Tucson,2019,3,9733,4,150,35.8,1.6,23880
10291,3, Q5,2019,0,5824,0,145,39.2,2,30950
10292,4, Aygo,2018,1,8799,4,145,56.5,1,9455
10293,2, Focus,2017,1,14673,0,150,74.3,1.5,12500
10294,0, X3,2019,3,5425,0,145,36.7,3,41450
10295,2, Fiesta,2017,1,15724,4,0,65.7,1,9300
10296,2, Kuga,2019,1,8038,0,145,39.2,2,20300
10297,4, C-HR,2017,0,24500,2,135,74.3,1.8,20995
10298,2, Ka+,2019,1,3081,4,145,47.9,1.2,10500
10299,2, Fiesta,2015,1,16023,4,125,54.3,1.2,7678
10300,4, C-HR,2018,0,25576,2,135,74.3,1.8,18498
10301,4, Aygo,2017,1,21844,4,145,68.9,1,7695
10302,1, IX20,2017,1,5003,4,125,50.4,1.4,10300
10303,2, Fiesta,2013,1,59817,4,30,54.3,1.2,5550
10304,4, Land Cruiser,2015,0,32364,0,325,34.9,3,29795
10305,2, Focus,2016,1,15002,4,125,51.4,1.5,11999
10306,2, Focus,2017,1,13000,4,20,60.1,1,13195
10307,2, Focus,2014,1,36500,0,20,67.3,1.6,5995
10308,3, A3,2008,1,92500,0,150,53.3,1.9,3450
10309,3, A5,2019,3,4750,0,145,51.4,2,23750
10310,0, 3 Series,2016,1,42119,0,30,67.3,2,12000
10311,1, Tucson,2019,3,12328,4,145,36.2,1.6,18595
10312,3, A1,2018,1,35742,0,145,76.4,1.6,11872
10313,2, Kuga,2018,1,8100,0,145,47.9,2,19299
10314,2, EcoSport,2017,1,32399,4,125,52.3,1,10240
10315,0, 3 Series,2016,0,20670,3,0,134.5,2,17700
10316,3, A3,2017,1,10950,4,150,54.3,1.5,18900
10317,0, 4 Series,2016,0,37484,0,30,65.7,2,15750
10318,2, EcoSport,2018,1,22793,4,145,54.3,1,13470
10319,3, Q5,2015,0,48164,0,235,42.8,3,26990
10320,2, Fiesta,2018,1,15675,4,145,65.7,1,10500
10321,3, Q2,2019,0,8334,4,145,40.9,1.5,24500
10322,3, A3,2019,1,4552,0,145,51.4,1.6,21491
10323,2, Fiesta,2009,1,70103,4,145,47.1,1.2,2799
